question_id	chapter_id	difficulty	tex	created_at
MI1124E-2-3	MI1124E-2	medium	Question 3 ( 1 pt ). Calculate the volume of the solid $V$ defined by: $1 \leq y \leq 3 ; z \leq x^2 \leq 3 z ; x \leq z^2 \leq 3 x$.	
MI1124E-2-4	MI1124E-2	hard	Question 4 (1pt). Calculate $\int_0^3 \frac{x^3 d x}{\sqrt[3]{27-x^3}}$.	
MI1124E-3-3	MI1124E-3	easy	"Question $5(1 \mathrm{pt})$. Calculate $\int_C(3 y-2 x) d s, C$ is the circle with the equation: $x^2+y^2=6 x-8 y$."	
MI1124E-3-4	MI1124E-3	medium	Question $6(1 \mathrm{pt})$. Calculate the area of the part of the paraboloid $y=4-x^2-z^2$ that lies within the cylinder $x^2+z^2 \leq 1$.	
MI1124E-4-3	MI1124E-4	medium	"Question 7 ( 1 pt ). Calculate the flux of the vector field $\vec{F}=\left(3 x y^2+3 x^2\right) \vec{i}+\left(3 y z^2+2 x y\right) \vec{j}+\left(y+3 z x^2\right) \vec{k}$ through the sphere $x^2+y^2+z^2=1$, outward orientation."	
MI1124E-4-4	MI1124E-4	easy	"Question 8 (1pt). Given the function $u=x^3+2 y z+z^2$ and the points $A(1 ;-1 ; 1), B(2 ; 1 ;-1)$. Find the derivative of the function $u$ at $B$ in the direction of $\overrightarrow{B A}$."	
MI1124E-5-2	MI1124E-5	hard	"Question 9 (1pt). Calculate

$$
\oint_C\left(y+e^{-x} \arcsin x y\right) d x+\left(e^y \arccos x y\right) d y
$$

where $C$ is the curve with the equation $|x|+|y|=1$."	
MI1124E-6-2	MI1124E-6	hard	Question $10(1 \mathbf{p t})$. Prove that the function $f(x)=\int_0^3 \frac{x\left(3 t^2+1\right)}{x^2+t^2} d t$ is not continuous at $x=0$.	
MI1130Q-1-1	MI1130Q-1	easy  	"Câu 1 (2?). Xét s? h?i t?, phân kì c?a các chu?i s? sau
a) $\sum_{n=2}^{\infty} \frac{1}{(2 n+1) \ln n}$
b) $\sum_{n=1}^{\infty} \sin \left(\frac{(-1)^n}{n}+n \pi\right)$"	
MI1130Q-1-2	MI1130Q-1	easy  	"Câu 2 (1d). Tìm mi?n h?i t? c?a chu?i hàm s?

$$
\sum_{n=1}^{\infty}\left(\frac{2 n+1}{n+3}\right)^n(2 x+1)^n
$$"	
MI1130Q-2-1	MI1130Q-2	medium  	Câu 3 (1?). Tính t?ng: $\sum_{n=0}^{\infty} \frac{1}{3^n(n+1)!}$.	
MI1130Q-3-1	MI1130Q-3	medium  	Câu 4 (1d). Khai tri?n hàm s? $f(x)=\ln (2+x)$ thành chu?i Maulaurin.	
MI1130Q-4-1	MI1130Q-4	easy  	"Câu 5 (3d). Gi?i các ph??ng trình vi phân sau:
a) $y^{\prime}=y^2-4 y+3$.
b) $d y+(2 y-4 x) d x=0, y(0)=1$.
c) $y^{\prime \prime}+y^{\prime}=1+4 \sin x$."	
MI1130Q-5-1	MI1130Q-5	hard  	Câu 6 (1d). Tính $\mathcal{L}^{-1}\left(\frac{s+3}{s^2-2 s+10}\right)$.	
MI1130Q-6-1	MI1130Q-6	hard  	"Câu 7 (1?). Gi?i bài toán giá tr? ban ??u

$$
\left\{\begin{array}{l}
x^{\prime \prime}+16 x=f(t) \\
x(0)=x^{\prime}(0)=0
\end{array} \text { ? ?ó } f(t)=\left\{\begin{array}{l}
\sin 2 t, t \geqslant \frac{\pi}{2} \\
0, \quad 0<t<\frac{\pi}{2}
\end{array}\right.\right.
$$"	
MI1130Q-1-3	MI1130Q-1	easy  	"Câu 1 (2d). Xét s? h?i t?, phân kì c?a các chu?i s? sau
a) $\sum_{n=2}^{\infty} \frac{1}{n \ln (2 n+1)}$
b) $\sum_{n=1}^{\infty} \sin \left(\frac{(-1)^n}{\sqrt{n}}+n \pi\right)$"	
MI1130Q-1-4	MI1130Q-1	easy  	"Câu 2 (1?). Tìm mi?n h?i t? c?a chu?i hàm s?

$$
\sum_{n=1}^{\infty}\left(\frac{n+1}{2 n+3}\right)^n(2 x-1)^n
$$"	
MI1130Q-2-2	MI1130Q-2	medium  	Câu 3 (1?). Tính t?ng: $\sum_{n=0}^{\infty} \frac{1}{2^n(n+1)!}$.	
MI1130Q-3-2	MI1130Q-3	medium  	Câu 4 (1?). Khai tri?n hàm s? $f(x)=\ln (5-x)$ thành chu?i Maulaurin.	
MI1130Q-4-2	MI1130Q-4	easy  	"Câu 5 (3d). Gi?i các ph??ng trình vi phân sau:
a) $y^{\prime}=y^2+4 y+3$.
b) $d y-(2 y-4 x) d x=0, y(0)=3$.
c) $y^{\prime \prime}+y^{\prime}=3+2 \sin x$."	
MI1130Q-5-2	MI1130Q-5	hard  	Câu 6 (1d). Tính $\mathcal{L}^{-1}\left(\frac{s-3}{s^2+2 s+10}\right)$.	
MI1130Q-6-2	MI1130Q-6	hard  	"Câu 7 (1?). Gi?i bài toán giá tr? ban ??u

$$
\left\{\begin{array}{l}
x^{\prime \prime}+16 x=f(t) \\
x(0)=x^{\prime}(0)=0
\end{array} \text { ? ?ó } f(t)=\left\{\begin{array}{l}
\cos 2 t, 0<t<\frac{\pi}{2} \\
0, \quad t \geqslant \frac{\pi}{2}
\end{array}\right.\right.
$$"	
MI1131-1-1	MI1131-1	easy  	"Câu 1 (2?). Xét s? h?i t?, phân k? c?a các chu?i s? sau.
a) $\sum_{n=1}^{\infty} \frac{(n+1)^2}{2^n+n}$
b) $\sum_{n=2}^{\infty} \ln \left(1+\frac{(-1)^n}{n^{1 / 3}}\right)$"	
MI1131-1-2	MI1131-1	easy  	Câu 2 (1?). Tìm mi?n h?i t? c?a chu?i hàm s? $\sum_{n=1}^{\infty}\left(\frac{100-2 n}{n+3}\right)^n x^n$.	
MI1131-2-1	MI1131-2	medium  	"Câu 3 (3d). Gi?i các ph??ng trình vi phân sau.
a) $y^{\prime}=y^2-2 y+1, y(0)=2$;
b) $x^2 y^{\prime}+8 x y=10 y^3, y(1)=-1 / 2$;
c) $y^{\prime \prime}-4 y^{\prime}+3 y=\left(16 x^7+56 x^6+2\right) e^{3 x}$."	
MI1131-3-1	MI1131-3	medium  	"Câu 4 (1d). Khai tri?n hàm s? $f(x)=\cos (3 x), 0<x<\pi$, thành chu?i Fourier ch? ch?a các hàm sin."	
MI1131-4-1	MI1131-4	easy  	Câu 5 (1d). Tìm bi?n ??i Laplace $\mathcal{L}\left\{\left(e^{-t}+1\right)^2 \sin (3 t)\right\}$.	
MI1131-5-1	MI1131-5	hard  	"Câu 6 (1d). S? d?ng bi?n ??i Laplace gi?i ph??ng trình

$$
x^{(3)}+x^{\prime \prime}(t)-17 x^{\prime}(t)-65 x(t)=0, \quad x(0)=-1, x^{\prime}(0)=24, x^{\prime \prime}(0)=-63
$$"	
MI1131-6-1	MI1131-6	hard  	"Câu 7 (1d). Tìm ?i?u ki?n c?n và ?? c?a $a$ ?? h? ph??ng trình vi phân $\left\{\begin{array}{l}y^{\prime}=(a+1) y+z, \\ z^{\prime}=2 y+a z\end{array}\right.$ thóa mãn $\lim _{x \rightarrow \infty} y(x)=\lim _{x \rightarrow \infty} z(x)=0$ v?i ?i?u ki?n ban ??u $y(0)=y_0, z(0)=z_0$ bât k?."	
MI1131-1-3	MI1131-1	easy  	"Câu 1 (2?). Xét s? h?i t?, phân k? c?a các chu?i s? sau.
a) $\sum_{n=1}^{\infty} \frac{(2 n+1)^2}{3^n+n}$
b) $\sum_{n=2}^{\infty} \ln \left(1+\frac{(-1)^n}{n^{2 / 7}}\right)$"	
MI1131-1-4	MI1131-1	easy  	Câu 2 (1?). Tìm mi?n h?i t? c?a chu?i hàm s? $\sum_{n=1}^{\infty}\left(\frac{99-3 n}{n+2}\right)^n x^n$.	
MI1131-2-2	MI1131-2	medium  	"Câu 3 (3?). Gi?i các ph??ng trình vi phân sau.
a) $y^{\prime}=4 y^2+4 y+1, y(0)=0$;
b) $x^2 y^{\prime}+4 x y=8 y^3, y(1)=1$;
c) $y^{\prime \prime}-y^{\prime}-2 y=\left(27 x^8+72 x^7-3\right) e^{2 x}$."	
MI1131-3-2	MI1131-3	medium  	"Câu 4 (1?). Khai tri?n hàm s? $f(x)=\sin (3 x), 0<x<\pi$, thành chu?i Fourier ch? ch?a các hàm cos."	
MI1131-4-2	MI1131-4	easy  	Câu 5 (1?). Tìm bi?n ??i Laplace $\mathcal{L}\left\{\left(e^{-t}+1\right)^2 \cos (2 t)\right\}$.	
MI1131-5-2	MI1131-5	hard  	"Câu 6 (1d). S? d?ng bi?n ??i Laplace gi?i ph??ng trình

$$
x^{(3)}-x^{\prime \prime}(t)+8 x^{\prime}(t)+60 x(t)=0, \quad x(0)=4, x^{\prime}(0)=20, x^{\prime \prime}(0)=41
$$"	
MI1131-6-2	MI1131-6	hard  	"Câu 7 (1d). Tìm ?i?u ki?n c?n và d? c?a $a$ ?? h? ph??ng trình vi phân $\left\{\begin{array}{l}y^{\prime}=a y+4 z, \\ z^{\prime}=2 y+(a+2) z\end{array}\right.$ th?a mãn $\lim _{x \rightarrow \infty} y(x)=\lim _{x \rightarrow \infty} z(x)=0$ v?i ?i?u ki?n ban ??u $y(0)=y_0, z(0)=z_0$ b?t k?."	
MI1132-1-1	MI1132-1	easy  	"Câu 1 [2?]. Xét s? h?i t?, phân kì c?a chu?i s?
a) $\sum_{n=1}^{\infty} \frac{\tan \frac{5}{n}}{\sqrt{n+1}}$
b) $\sum_{n=1}^{\infty}(-1)^n \frac{n+5}{5 n^2-1}$."	
MI1132-2-1	MI1132-2	medium  	"Câu 2 [1.5?]. Tìm mi?n h?i t? c?a chu?i hàm

$$
\sum_{n=1}^{\infty} \frac{5^n}{(2023 n-5)^2} x^{n+1}
$$"	
MI1132-3-1	MI1132-3	medium  	"Câu 3 [1?]. Khai tri?n hàm s? sau ?ây thành chu?i Maclaurin

$$
f(x)=\frac{\left(1-e^{5 x}\right)^2}{e^{5 x}}
$$"	
MI1132-4-1	MI1132-4	easy  	"Câu 4 [2.5?]. Gi?i các ph??ng trình vi phân sau:
a) $y^{\prime \prime}-2 y^{\prime \prime}+y=(x+5) e^{-x}$
b) $x^2 y^{\prime \prime}+5 x y^{\prime}-5 y=0$"	
MI1132-5-1	MI1132-5	hard  	"Câu 5 [2?]. a) Tìm bi?n ??i Laplace c?a hàm s?

$$
f(t)=e^{-5 t} \sin \left(5 t+\frac{\pi}{3}\right)
$$

b) S? d?ng phép bi?n ??i Laplace gi?i ph??ng trình vi phân

$$
x^{(4)}+8 x^{\prime \prime}+16 x=0
$$

v?i $x(0)=x^{\prime}(0)=0, x^{\prime \prime}(0)=5$ và $x^{(3)}(0)=0$."	
MI1132-6-1	MI1132-6	hard  	Câu 6 [1?]. Tính t?ng sau $A=\frac{5^{-1}}{1.2}+\frac{5^{-3}}{3.4}+\frac{5^{-5}}{5.6}+\cdots$	
MI1132-1-2	MI1132-1	easy  	"Câu 1 [2?]. Xét s? h?i t?, phân kì c?a chu?i s?
a) $\sum_{n=1}^{\infty} \frac{\tan \frac{6}{n}}{\sqrt[3]{n+1}}$
b) $\sum_{n=1}^{\infty}(-1)^n \frac{n+6}{6 n^2-1}$"	
MI1132-2-2	MI1132-2	medium  	"Câu 2 [1.5?]. Tìm mi?n h?i t? c?a chu?i hàm

$$
\sum_{n=1}^{\infty} \frac{6^n}{(2023 n-6)^2} x^{n+1}
$$"	
MI1132-3-2	MI1132-3	medium  	"Câu 3 [1?]. Khai tri?n hàm s? sau ?ây thành chu?i Maclaurin

$$
f(x)=\frac{\left(1-e^{6 x}\right)^2}{e^{6 x}}
$$"	
MI1132-4-2	MI1132-4	easy  	"Câu 4 [2.5?]. Gi?i các ph??ng trình vi phân sau:
a) $y^{\prime \prime}-2 y^{\prime}+y=(x+6) e^{-x}$
b) $x^2 y^{\prime \prime}+6 x y^{\prime}-6 y=0$"	
MI1132-5-2	MI1132-5	hard  	"Câu 5 [2?]. a) Tìm bi?n ??i Laplace c?a hàm s?

$$
f(t)=e^{-6 t} \cos \left(6 t-\frac{\pi}{3}\right)
$$

b) S? d?ng phép bi?n ??i Laplace gi?i ph??ng trình vi phân

$$
x^{(4)}+8 x^{\prime \prime}+16 x=0
$$

v?i $x(0)=x^{\prime}(0)=x^{\prime \prime}(0)=0$ và $x^{(3)}(0)=6$."	
MI1132-6-2	MI1132-6	hard  	Câu 6 [1?]. Tính t?ng sau $B=\frac{6^{-1}}{1.2}+\frac{6^{-3}}{3.4}+\frac{6^{-5}}{5.6}+\cdots$	
MI1133-1-1	MI1133-1	easy  	"Câu 1 (2?). Xét s? h?i t?, phân kì c?a các chu?i s? sau:
a) $\sum_{n=1}^{\infty} \frac{n+7}{\sqrt{n^2+7}}$
b) $\sum_{n=1}^{\infty} \frac{\ln (n+7)}{n^2+7}$."	
MI1133-2-1	MI1133-2	medium  	Câu 2 (1d). Tìm mi?n h?i t? c?a chu?i hàm s? $\sum_{n=1}^{\infty} \frac{(-7)^n}{n+7}(x-1)^n$.	
MI1133-3-1	MI1133-3	medium  	"Câu 3 (3?). Gi?i các ph??ng trình vi phân sau:
a) $2 y y^{\prime}=7 e^{-7 x}\left(y^2+1\right), y(0)=1$.
b) $y^{\prime \prime}+7 y^{\prime}=50 \sin x$.
c) $\left(y^2+1\right) d x+(4 x y-7) d y=0$."	
MI1133-4-1	MI1133-4	easy  	Câu 4 (1?). Tìm bi?n ??i Laplace ng??c $L^{-1}\left\{\frac{s+2024}{s^2+2 s+2}\right\}$	
MI1133-5-1	MI1133-5	hard  	"Câu 5 (2?). S? d?ng phép bi?n ??i Laplace ?? gi?i các ph??ng trình vi phân sau:
a) $x^{\prime \prime}+4 x=\cos (2 t), x(0)=x^{\prime}(0)=0$.
b) $x^{\prime \prime \prime}-x^{\prime \prime}+x^{\prime}-x=7, x(0)=x^{\prime}(0)=0, x^{\prime \prime}(0)=0$."	
MI1133-6-1	MI1133-6	hard  	Câu 6 (1?). Tính t?ng c?a chu?i s? $\sum_{n=1}^{\infty} \frac{n(n+2)}{7^n}$.	
MI1133-1-2	MI1133-1	easy  	"Câu 1 (2d). Xét s? h?i t?, phân kì c?a các chu?i s? sau:
a) $\sum_{n=1}^{\infty} \frac{n+8}{\sqrt{n^2+8}}$
b) $\sum_{n=1}^{\infty} \frac{\ln (n+8)}{n^2+8}$."	
MI1133-2-2	MI1133-2	medium  	Câu 2 (1?). Tìm mi?n h?i t? c?a chu?i hàm s? $\sum_{n=1}^{\infty} \frac{(-8)^n}{n+8}(x-2)^n$.	
MI1133-3-2	MI1133-3	medium  	"Câu 3 (3d). Gi?i các ph??ng trình vi phân sau:
a) $y y^{\prime}=4 e^{-8 x}\left(y^2+1\right), y(0)=2$.
b) $y^{\prime \prime}+8 y^{\prime}=65 \cos x$.
c) $\left(y^2+1\right) d x+(4 x y-8) d y=0$."	
MI1133-4-2	MI1133-4	easy  	Câu 4 (1?). Tìm bi?n ??i Laplace ng??c $L^{-1}\left\{\frac{s+2024}{s^2-2 s+2}\right\}(t)$.	
MI1133-5-2	MI1133-5	hard  	"Câu 5 (2d). S? d?ng phép bi?n ??i Laplace ?? gi?i các ph??ng trình vi phân sau:
a) $x^{\prime \prime}+9 x=\cos (3 t), x(0)=x^{\prime}(0)=0$.
b) $x^{\prime \prime \prime}-x^{\prime \prime}+x^{\prime}-x=8, x(0)=x^{\prime}(0)=0, x^{\prime \prime}(0)=0$."	
MI1133-6-2	MI1133-6	hard  	Câu 6 (1?). Tính t?ng c?a chu?i s? $\sum_{n=1}^{\infty} \frac{n(n+2)}{8^n}$.	
MI1134-1-1	MI1134-1	easy  	"Câu 1 (2?). Xét s? h?i t? c?a các chu?i s? sau:
(a) $\sum_{n=0}^{+\infty} \frac{5^n+2^n}{4^n+3^n}$
(b) $\sum_{n=0}^{+\infty} \frac{(-1)^n}{\sqrt{n}+1}$."	
MI1134-2-1	MI1134-2	medium  	Câu 2 (1?). Tìm mi?n h?i t? c?a chu?i hàm $\sum_{n=1}^{\infty} \frac{(-1)^n}{n}(x+1)^n$.	
MI1134-3-1	MI1134-3	medium  	"Câu 3 (3?). Gi?i các ph??ng trình vi phân sau:
(a) $x\left(e^y+4\right) d x+\left(x^2+9\right) e^y d y=0$.
(b) $y^{\prime}-\frac{4}{x} y=4 x^3$ v?i ?i?u ki?n ??u $y(1)=1$.
(c) $y^{\prime \prime}-2 y^{\prime}+y=e^x$."	
MI1134-4-1	MI1134-4	easy  	Câu 4 (1?). Tính $\mathcal{L}^{-1}\left\{\frac{s^2+1}{s^3-2 s^2+8 s}\right\}(t)$.	
MI1134-5-1	MI1134-5	hard  	"Câu 5 (2d). Cho hàm s? $f(t)=\left\{\begin{array}{llc}1 & \text { n?u } & 0 \leq t<1 \\ 0 & \text { n?u } & t \geq 1\end{array}\right.$.
(a) Tính $\mathcal{L}\{f(t)\}(s)$.
(b) S? d?ng bi?n ??i Laplace, gi?i ph??ng trình vi phân:

$$
x^{\prime \prime}+x=f(t)
$$

v?i ?i?u ki?n ??u $x(0)=x^{\prime}(0)=0$."	
MI1134-6-1	MI1134-6	hard  	Câu 6 (1d). Tính t?ng $\sum_{n=1}^{+\infty} \frac{((n-1)!)^2}{(2 n)!}(2 x)^{2 n}$ v?i $|x|<1$.	
MI1134-1-2	MI1134-1	easy  	"Câu 1 (2?). Xét s? h?i t? c?a các chu?i s? sau:
(a) $\sum_{n=0}^{+\infty} \frac{6^n-2^n}{5^n+3^n}$
(b) $\sum_{n=0}^{+\infty} \frac{(-1)^n}{\sqrt[3]{n}+2}$."	
MI1134-2-2	MI1134-2	medium  	Câu 2 (1d). Tìm mi?n h?i t? c?a chu?i hàm $\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n+2}(x-1)^n$.	
MI1134-3-2	MI1134-3	medium  	"Câu 3 (3d). Gi?i các ph??ng trình vi phân sau:
(a) $x\left(e^y+1\right) d x+\left(x^2+1\right) e^y d y=0$.
(b) $y^{\prime}-\frac{6}{x} y=2 x^2$ v?i ?i?u ki?n ??u $y(1)=1$.
(c) $y^{\prime \prime}-4 y^{\prime}+3 y=e^{3 x}$."	
MI1134-4-2	MI1134-4	easy  	Câu 4 (1d). Tính $\mathcal{L}^{-1}\left\{\frac{s^2+2}{s^3-4 s^2+8 s}\right\}(t)$.	
MI1134-5-2	MI1134-5	hard  	"Câu 5 (2?). Cho hàm s? $f(t)=\left\{\begin{array}{ccc}-1 & \text { n?u } & 0 \leq t<2 \\ 0 & \text { n?u } & t \geq 2\end{array}\right.$.
(a) Tính $\mathcal{L}\{f(t)\}(s)$.
(b) S? d?ng bi?n ??i Laplace, gi?i ph??ng trình vi phân:

$$
x^{\prime \prime}+4 x=f(t)
$$

v?i ?i?u ki?n ??u $x(0)=x^{\prime}(0)=0$."	
MI1134-6-2	MI1134-6	hard  	Câu 6 (1?). Tính t?ng $\sum_{n=1}^{+\infty} \frac{((n-1)!)^2}{(2 n)!}(2 x)^{2 n}$ v?i $|x|<1$.	
MI1134E-1-1	MI1134E-1	easy  	"Question 1 (2pts). Test for convergence of the following series:
(a) $\sum_{n=0}^{\infty} \frac{5^n+2^n}{4^n+3^n}$
(b) $\sum_{n=0}^{\infty} \frac{(-1)^n}{\sqrt{n}+1}$."	
MI1134E-2-1	MI1134E-2	medium  	Question 2 (1pts). Find the domain of convergence of the series $\sum_{n=1}^{\infty} \frac{(-1)^n}{n}(x+1)^n$.	
MI1134E-3-1	MI1134E-3	medium  	"Question 3 (3pts). Solve the following problems:
(a) $x\left(e^y+4\right) d x+\left(x^2+9\right) e^y d y=0$.
(b) $y^{\prime}-\frac{4}{x} y=4 x^3$ with the initial condition $y(1)=1$.
(c) $y^{\prime \prime}-2 y^{\prime}+y=e^x$."	
MI1134E-4-1	MI1134E-4	easy  	Question 4 (1pt). Determine $\mathcal{L}^{-1}\left\{\frac{s^2+1}{s^3-2 s^2+8 s}\right\}(t)$.	
MI1134E-5-1	MI1134E-5	hard  	"Question 5 (2pt). Given $f(t)=\left\{\begin{array}{llc}1 & \text { if } & 0 \leq t<1 \\ 0 & \text { if } & t \geq 1\end{array}\right.$.
(a) Determine $\mathcal{L}\{f(t)\}(s)$.
(b) Using Laplace transforms, solve the following differential equation:

$$
x^{\prime \prime}+x=f(t)
$$

with the initial conditions $x(0)=x^{\prime}(0)=0$."	
MI1134E-6-1	MI1134E-6	hard  	Question 6 (1pt). Find the sum $\sum_{n=1}^{\infty} \frac{((n-1)!)^2}{(2 n)!}(2 x)^{2 n}$ where $|x|<1$.	
MI1134E-1-2	MI1134E-1	easy  	"Question 1 (2pts). Test for convergence of the following series
(a) $\sum_{n=0}^{\infty} \frac{6^n-2^n}{5^n+3^n}$
(b) $\sum_{n=0}^{\infty} \frac{(-1)^n}{\sqrt[3]{n}+2}$."	
MI1134E-2-2	MI1134E-2	medium  	Question 2 (1pts). Find the domain of convergence of the series $\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n+2}(x-1)^n$.	
MI1134E-3-2	MI1134E-3	medium  	"Question 3 (3pt). Solve the following problems:
(a) $x\left(e^y+1\right) d x+\left(x^2+1\right) e^y d y=0$.
(b) $y^{\prime}-\frac{6}{x} y=2 x^2$ with the initial condition $y(1)=1$.
(c) $y^{\prime \prime}-4 y^{\prime}+3 y=e^{3 x}$."	
MI1134E-4-2	MI1134E-4	easy  	Question 4 (1pt). Determine $\mathcal{L}^{-1}\left\{\frac{s^2+2}{s^3-4 s^2+8 s}\right\}(t)$.	
MI1134E-5-2	MI1134E-5	hard  	"Question 5 (2pt). Given $f(t)=\left\{\begin{array}{clc}-1 & \text { if } & 0 \leq t<2 \\ 0 & \text { if } & t \geq 2\end{array}\right.$.
(a) Determine $\mathcal{L}\{f(t)\}(s)$.
(b) Using Laplace transforms, solve the following differential equation:

$$
x^{\prime \prime}+4 x=f(t)
$$

with the initial conditions $x(0)=x^{\prime}(0)=0$."	
MI1134E-6-2	MI1134E-6	hard  	Question 6 (1pt). Find the sum $\sum_{n=1}^{\infty} \frac{((n-1)!)^2}{(2 n)!}(2 x)^{2 n}$ where $|x|<1$.	
MI1141-1-1	MI1141-1	easy  	"Câu 1(1?). Cho m?nh ?? : "" N?u 2024 là s? ch?n, hay 2023 chia h?t cho 3, thì ph??ng trình $x^3-3 x^2+1=0$ ch? có ?úng 1 nghi?m th?c"". Mô t? m?nh ?? ?ã cho b?ng các phép toán mênh ?? và cho bi?t m?nh ?? này ?úng hay sai? Vi sao?"	
MI1141-2-1	MI1141-2	medium  	"Câu 2(2?). Cho ánh x? $f: \mathbb{R} \rightarrow \mathbb{R}$, xác ??nh b?i $f(x)=2 x^3-x^2$ và $A=[0 ; 1]$. f có ??n ánh, toàn ánh không? Vi sao? $\operatorname{Ti?m} f^{-1}(A)$."	
MI1141-3-1	MI1141-3	medium  	"Câu 3(1d). Gi?i ph??ng trình

$$
z^4-2 z^3+6 z^2-2 z+5=0
$$

bi?t ph??ng trình có 1 nghi?m $z=1+2 i$."	
MI1141-4-1	MI1141-4	easy  	"Câu 4(2d). Trong $P_3[x]$ cho các vect? $p_1=1-2 x+x^2+x^3, p_2=2+3 x-x^2+4 x^3$,

$$
p_3=3+x+5 x^3, p_4=1+5 x-2 x^2+m x^3, p_5=6+2 x+n x^3 . \text { Ký hi?u }
$$

$T=\operatorname{span}\left\{p_1, p_2, p_3\right\}, S=\operatorname{span}\left\{p_4, p_5\right\}$. Tìm $m, n$ ?? $\operatorname{dim} T \cap S=3$."	
MI1141-5-1	MI1141-5	hard  	"Câu 5(3d). Trên không gian Euclide $\mathbb{R}^3$ v?i tích vô h??ng chính t?c cho toán t? tuy?n tính $f$ xác ??nh b?i

$$
f\left(x_1, x_2, x_3\right)=\left(x_1+2 x_2+2 x_3, 2 x_1+x_2+2 x_3, 2 x_1+2 x_2+x_3\right)
$$

a) Tìm 1 c? s? tr?c chu?n g?m các vect? riêng c?a $f$ và tìm ma tr?n c?a $f$ theo c? s? tr?c chu?n ?ó.
b) Ch?ng minh $f$ là m?t phép ??ng c?u c?a $\mathbb{R}^3$, ??ng th?i tìm phép ??ng c?u ngh?ch ??o $f^{-1}$."	
MI1141-6-1	MI1141-6	hard  	"Câu 6(1d). Cho h? ph??ng trình $\left\{\begin{array}{c}a x+(3 a+1) y-3 z+5 t=0 \\ (3 a+4) x+4 y+2 a z+4 t=0 \\ (a-3) x+(a+1) y+(a-3) z+(a+1) t=0 \\ a x+(a-5) y+a z+(a-5) t=0\end{array}\right.$.
Tìm $a$ ?? h? trên ch? có nghi?m t?m th??ng."	
MI1141-1-2	MI1141-1	easy  	"Câu 1(1?). Cho m?nh ??: "" N?u 2024 là s? lé, hay 2025 chia h?t cho 9, thì ph??ng trình $x^3+3 x^2+5=0$ có nhi?u h?n 1 nghi?m th?c"". Mô t? m?nh ?? ?ã cho b?ng các phép toán mênh ?? và cho bi?t m?nh ?? này ?úng hay sai? Vi sao?"	
MI1141-2-2	MI1141-2	medium  	"Câu 2(2d). Cho ánh x? $f: \mathbb{R} \rightarrow \mathbb{R}$, xác ??nh b?i $f(x)=4 x^3-x^2$ và $A=[0 ; 3]$. f có ??n ánh, toàn ánh không? Vi sao? $\operatorname{Tim} f^{-1}(A)$."	
MI1141-3-2	MI1141-3	medium  	"Câu 3(1d). Gi?i ph??ng trình

$$
z^4-6 z^3+14 z^2-6 z+13=0
$$

bi?t ph??ng trình có 1 nghi?m $z=3-2 i$."	
MI1141-4-2	MI1141-4	easy  	"Câu 4(2?). Trong $P_3[x]$ cho các vect? $p_1=1+x+x^2+2 x^3, p_2=x-x^2+x^3$,

$$
\begin{aligned}
& p_3=1+2 x+3 x^3, p_4=1+2 x^2+m x^3, p_5=2+4 x+n x^3 . \text { Ký hi?u } \\
& T=\operatorname{span}\left\{p_1, p_2, p_3\right\}, S=\operatorname{span}\left\{p_4, p_5\right\} . \text { Tim } m, n \text { ?? } \operatorname{dim} T \cap S=3 .
\end{aligned}
$$"	
MI1141-5-2	MI1141-5	hard  	"Câu 5(3d). Trên không gian Euclide $\mathbb{R}^3$ v?i tích vô h??ng chính t?c cho toán t? tuy?n tính $f$ xác ??nh b?i

$$
f\left(x_1, x_2, x_3\right)=\left(x_1+3 x_2+3 x_3, 3 x_1+x_2+3 x_3, 3 x_1+3 x_2+x_3\right)
$$

c) Tìm 1 c? s? tr?c chu?n g?m các vect? riêng c?a $f$ và tìm ma tr?n c?a $f$ theo c? s? tr?c chu?n ?ó.
d) Ch?ng minh $f$ là m?t phép ??ng c?u c?a $\mathbb{R}^3$, ??ng th?i tìm phép ??ng c?u ngh?ch ??o $f^{-1}$."	
MI1141-6-2	MI1141-6	hard  	"Câu 6(1d). Cho h? ph??ng trình $\left\{\begin{array}{c}(3 a+4) x+5 y+2 a z+5 t=0 \\ a x+(3 a+1) y-3 z+7 t=0 \\ (a-3) x+(a+1) y+(a-3) z+(a+1) t=0 \\ a x+(a-2) y+a z+(a-2) t=0\end{array}\right.$.
Tìm $a$ ?? h? trên có nghi?m không t?m th??ng."	
MI2010-1-1	MI2010-1	easy  	"Câu 1 (1.5d). Ch?ng minh $(0.5 ; 1)$ là kho?ng cách ly nghi?m c?a ph??ng trình $e^x-3 x^2=0$. S? d?ng ph??ng pháp ti?p tuy?n (Newton), hãy tìm nghi?m x?p x? v?i 6 ch? s? ?áng tin."	
